name,sex,noc,games,year,city,sport,event,medal,times
"Douglas Raymond ""Doug"" Buxton",M,AUS,1956 Summer,1956,Melbourne,Sailing,Sailing Mixed 5.5 metres,Bronze,11
Gary Arthur Chapman,M,AUS,1956 Summer,1956,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,Bronze,11
Faith Yvonne Leech (-Touhy),F,AUS,1956 Summer,1956,Melbourne,Swimming,Swimming Women's 100 metres Freestyle,Bronze,11
"Herbert James ""Herb"" Elliott",M,AUS,1960 Summer,1960,Roma,Athletics,"Athletics Men's 1,500 metres",Gold,12
"Lawrence Robert ""Laurie"" Morgan",M,AUS,1960 Summer,1960,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Gold,12
Brian John Crago,M,AUS,1960 Summer,1960,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,12
"Jnis ""John"" Konrads",M,AUS,1960 Summer,1960,Roma,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,12
David Egmont Theile,M,AUS,1960 Summer,1960,Roma,Swimming,Swimming Men's 100 metres Backstroke,Gold,12
John Thomas Devitt,M,AUS,1960 Summer,1960,Roma,Swimming,Swimming Men's 100 metres Freestyle,Gold,12
Iain Murray Rose,M,AUS,1960 Summer,1960,Roma,Swimming,Swimming Men's 400 metres Freestyle,Gold,12
Dawn Lorraine Fraser,F,AUS,1960 Summer,1960,Roma,Swimming,Swimming Women's 100 metres Freestyle,Gold,12
Noel Frederick Freeman,M,AUS,1960 Summer,1960,Roma,Athletics,Athletics Men's 20 kilometres Walk,Silver,12
Brenda Jones (-Carr),F,AUS,1960 Summer,1960,Roma,Athletics,Athletics Women's 800 metres,Silver,12
Neale John Lavis,M,AUS,1960 Summer,1960,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Silver,12
Iain Murray Rose,M,AUS,1960 Summer,1960,Roma,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,12
Neville Ronald Hayes,M,AUS,1960 Summer,1960,Roma,Swimming,Swimming Men's 200 metres Butterfly,Silver,12
Kevin John Berry,M,AUS,1960 Summer,1960,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,12
Alva Merlin Colquhoun,F,AUS,1960 Summer,1960,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,12
"Janice ""Jan"" Andrew (-Thornett)",F,AUS,1960 Summer,1960,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,12
"David William ""Dave"" Power",M,AUS,1960 Summer,1960,Roma,Athletics,"Athletics Men's 10,000 metres",Bronze,12
"Oliver William ""Ollie"" Taylor",M,AUS,1960 Summer,1960,Roma,Boxing,Boxing Men's Bantamweight,Bronze,12
"Antony Morgan ""Tony"" Madigan",M,AUS,1960 Summer,1960,Roma,Boxing,Boxing Men's Light-Heavyweight,Bronze,12
John Thomas Devitt,M,AUS,1960 Summer,1960,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,12
"Jnis ""John"" Konrads",M,AUS,1960 Summer,1960,Roma,Swimming,Swimming Men's 400 metres Freestyle,Bronze,12
"Janice ""Jan"" Andrew (-Thornett)",F,AUS,1960 Summer,1960,Roma,Swimming,Swimming Women's 100 metres Butterfly,Bronze,12
"Elizabeth Alyse ""Betty"" Cuthbert",F,AUS,1964 Summer,1964,Tokyo,Athletics,Athletics Women's 400 metres,Gold,13
"William Herbert ""Bill"" Northam",M,AUS,1964 Summer,1964,Tokyo,Sailing,Sailing Mixed 5.5 metres,Gold,13
"Robert George ""Bob"" Windle",M,AUS,1964 Summer,1964,Tokyo,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,13
Lovett Ian O'Brien,M,AUS,1964 Summer,1964,Tokyo,Swimming,Swimming Men's 200 metres Breaststroke,Gold,13
Kevin John Berry,M,AUS,1964 Summer,1964,Tokyo,Swimming,Swimming Men's 200 metres Butterfly,Gold,13
Dawn Lorraine Fraser,F,AUS,1964 Summer,1964,Tokyo,Swimming,Swimming Women's 100 metres Freestyle,Gold,13
Michele Mary Mason-Brown,F,AUS,1964 Summer,1964,Tokyo,Athletics,Athletics Women's High Jump,Silver,13
"Lynette ""Lyn"" Bell (-Chipchase)",F,AUS,1964 Summer,1964,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,13
"Ronald William ""Ron"" Clarke",M,AUS,1964 Summer,1964,Tokyo,Athletics,"Athletics Men's 10,000 metres",Bronze,13
Marilyn Mary Black (-Vassella),F,AUS,1964 Summer,1964,Tokyo,Athletics,Athletics Women's 200 metres,Bronze,13
"Judith Florence ""Judy"" Amoore-Pollock",F,AUS,1964 Summer,1964,Tokyo,Athletics,Athletics Women's 400 metres,Bronze,13
"Pamela ""Pam"" Kilborn-Ryan (-Nelson)",F,AUS,1964 Summer,1964,Tokyo,Athletics,Athletics Women's 80 metres Hurdles,Bronze,13
Mervyn Richard Crossman,M,AUS,1964 Summer,1964,Tokyo,Hockey,Hockey Men's Hockey,Bronze,13
"Theodore ""Ted"" Boronovskis",M,AUS,1964 Summer,1964,Tokyo,Judo,Judo Men's Open Class,Bronze,13
Allan Frederick Wood,M,AUS,1964 Summer,1964,Tokyo,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,13
David Gavin Dickson,M,AUS,1964 Summer,1964,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,13
Kevin John Berry,M,AUS,1964 Summer,1964,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,13
Allan Frederick Wood,M,AUS,1964 Summer,1964,Tokyo,Swimming,Swimming Men's 400 metres Freestyle,Bronze,13
Ralph Douglas Doubell,M,AUS,1968 Summer,1968,Mexico City,Athletics,Athletics Men's 800 metres,Gold,14
Maureen Caird (-Jones),F,AUS,1968 Summer,1968,Mexico City,Athletics,Athletics Women's 80 metres Hurdles,Gold,14
"Michael Vincent ""Mike"" Wenden",M,AUS,1968 Summer,1968,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,Gold,14
"Michael Vincent ""Mike"" Wenden",M,AUS,1968 Summer,1968,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,Gold,14
"Lynette Velma ""Lyn"" McClements (-McKenzie)",F,AUS,1968 Summer,1968,Mexico City,Swimming,Swimming Women's 100 metres Butterfly,Gold,14
Peter George Norman,M,AUS,1968 Summer,1968,Mexico City,Athletics,Athletics Men's 200 metres,Silver,14
Raelene Ann Boyle,F,AUS,1968 Summer,1968,Mexico City,Athletics,Athletics Women's 200 metres,Silver,14
"Pamela ""Pam"" Kilborn-Ryan (-Nelson)",F,AUS,1968 Summer,1968,Mexico City,Athletics,Athletics Women's 80 metres Hurdles,Silver,14
Paul Robert Dearing,M,AUS,1968 Summer,1968,Mexico City,Hockey,Hockey Men's Hockey,Silver,14
Peter James Dickson,M,AUS,1968 Summer,1968,Mexico City,Rowing,Rowing Men's Coxed Eights,Silver,14
"Gregory Francis ""Greg"" Rogers",M,AUS,1968 Summer,1968,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,14
"Lynette ""Lyn"" Bell (-Chipchase)",F,AUS,1968 Summer,1968,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,14
Jennifer Frances Lamy (-Frank),F,AUS,1968 Summer,1968,Mexico City,Athletics,Athletics Women's 200 metres,Bronze,14
Brien William Baxter Cobcroft,M,AUS,1968 Summer,1968,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,14
"Gregory John ""Greg"" Brough",M,AUS,1968 Summer,1968,Mexico City,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,14
Robert Stephen Cusack,M,AUS,1968 Summer,1968,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,14
Karen Lynne Moras (-Stephenson),F,AUS,1968 Summer,1968,Mexico City,Swimming,Swimming Women's 400 metres Freestyle,Bronze,14
"Thomas James ""Tom"" Anderson",M,AUS,1972 Summer,1972,Munich,Sailing,Sailing Mixed Three Person Keelboat,Gold,15
John Edward Anderson,M,AUS,1972 Summer,1972,Munich,Sailing,Sailing Mixed Two Person Keelboat,Gold,15
"Bradford Paul ""Brad"" Cooper",M,AUS,1972 Summer,1972,Munich,Swimming,Swimming Men's 400 metres Freestyle,Gold,15
Beverley Joy Whitfield,F,AUS,1972 Summer,1972,Munich,Swimming,Swimming Women's 200 metres Breaststroke,Gold,15
"Shane Elizabeth Gould (-Innis, -Nelms)",F,AUS,1972 Summer,1972,Munich,Swimming,Swimming Women's 200 metres Freestyle,Gold,15
"Shane Elizabeth Gould (-Innis, -Nelms)",F,AUS,1972 Summer,1972,Munich,Swimming,Swimming Women's 200 metres Individual Medley,Gold,15
"Shane Elizabeth Gould (-Innis, -Nelms)",F,AUS,1972 Summer,1972,Munich,Swimming,Swimming Women's 400 metres Freestyle,Gold,15
Gail Neall (-Yeoh),F,AUS,1972 Summer,1972,Munich,Swimming,Swimming Women's 400 metres Individual Medley,Gold,15
Raelene Ann Boyle,F,AUS,1972 Summer,1972,Munich,Athletics,Athletics Women's 100 metres,Silver,15
Raelene Ann Boyle,F,AUS,1972 Summer,1972,Munich,Athletics,Athletics Women's 200 metres,Silver,15
"Daniel ""Danny"" Clark",M,AUS,1972 Summer,1972,Munich,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver,15
"Kevin ""Clyde"" Sefton",M,AUS,1972 Summer,1972,Munich,Cycling,"Cycling Men's Road Race, Individual",Silver,15
John Michael Nicholson,M,AUS,1972 Summer,1972,Munich,Cycling,Cycling Men's Sprint,Silver,15
Graham Claude Windeatt,M,AUS,1972 Summer,1972,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,15
"Shane Elizabeth Gould (-Innis, -Nelms)",F,AUS,1972 Summer,1972,Munich,Swimming,Swimming Women's 800 metres Freestyle,Silver,15
Beverley Joy Whitfield,F,AUS,1972 Summer,1972,Munich,Swimming,Swimming Women's 100 metres Breaststroke,Bronze,15
"Shane Elizabeth Gould (-Innis, -Nelms)",F,AUS,1972 Summer,1972,Munich,Swimming,Swimming Women's 100 metres Freestyle,Bronze,15
David Bell,M,AUS,1976 Summer,1976,Montreal,Hockey,Hockey Men's Hockey,Silver,16
Mervyn Bennett,M,AUS,1976 Summer,1976,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,16
John Edwin Bertrand,M,AUS,1976 Summer,1976,Montreal,Sailing,Sailing Mixed One Person Dinghy,Bronze,16
Ian Warwick Brown,M,AUS,1976 Summer,1976,Montreal,Sailing,Sailing Mixed Two Person Dinghy,Bronze,16
"Stephen Roy ""Steve"" Holland",M,AUS,1976 Summer,1976,Montreal,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,16
Neil Brooks,M,AUS,1980 Summer,1980,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,17
Michelle Jan Ford (-Eriksson),F,AUS,1980 Summer,1980,Moskva,Swimming,Swimming Women's 800 metres Freestyle,Gold,17
"Richard Charles ""Rick"" Mitchell",M,AUS,1980 Summer,1980,Moskva,Athletics,Athletics Men's 400 metres,Silver,17
John Zoltan Sumegi,M,AUS,1980 Summer,1980,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Silver,17
"Maxwell Raymond ""Max"" Metzker",M,AUS,1980 Summer,1980,Moskva,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,17
Peter Maxwell Evans,M,AUS,1980 Summer,1980,Moskva,Swimming,Swimming Men's 100 metres Breaststroke,Bronze,17
"Marcus Anthony ""Mark"" Kerry",M,AUS,1980 Summer,1980,Moskva,Swimming,Swimming Men's 200 metres Backstroke,Bronze,17
Graeme Thomas Brewer,M,AUS,1980 Summer,1980,Moskva,Swimming,Swimming Men's 200 metres Freestyle,Bronze,17
Michelle Jan Ford (-Eriksson),F,AUS,1980 Summer,1980,Moskva,Swimming,Swimming Women's 200 metres Butterfly,Bronze,17
"Glynis Leanne Nunn (Saunders-, -Cearns)",F,AUS,1984 Summer,1984,Los Angeles,Athletics,Athletics Women's Heptathlon,Gold,18
Michael Ronald Grenda,M,AUS,1984 Summer,1984,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,18
"Jonathan Scott ""Jon"" Sieben",M,AUS,1984 Summer,1984,Los Angeles,Swimming,Swimming Men's 200 metres Butterfly,Gold,18
"Dinko ""Dean"" Lukin",M,AUS,1984 Summer,1984,Los Angeles,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,18
Gary Ronald Honey,M,AUS,1984 Summer,1984,Los Angeles,Athletics,Athletics Men's Long Jump,Silver,18
Gary Gullock,M,AUS,1984 Summer,1984,Los Angeles,Rowing,Rowing Men's Quadruple Sculls,Silver,18
"Marcus William ""Mark"" Stockwell",M,AUS,1984 Summer,1984,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,Silver,18
Glenn Stuart Beringen,M,AUS,1984 Summer,1984,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,Silver,18
Neil Brooks,M,AUS,1984 Summer,1984,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,18
Karen Anne Phillips (-Higgison),F,AUS,1984 Summer,1984,Los Angeles,Swimming,Swimming Women's 200 metres Butterfly,Silver,18
"Suzanne Ciscele ""Suzie"" Landells (-Dill-Macky)",F,AUS,1984 Summer,1984,Los Angeles,Swimming,Swimming Women's 400 metres Individual Medley,Silver,18
Robert Kabbas,M,AUS,1984 Summer,1984,Los Angeles,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver,18
Gael Patricia Mulhall-Martin,F,AUS,1984 Summer,1984,Los Angeles,Athletics,Athletics Women's Shot Put,Bronze,18
Barry Kelly,M,AUS,1984 Summer,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze,18
"James Stewart ""Jim"" Battersby",M,AUS,1984 Summer,1984,Los Angeles,Rowing,Rowing Men's Coxed Eights,Bronze,18
Karen Patricia  Brancourt (-Pollock),F,AUS,1984 Summer,1984,Los Angeles,Rowing,Rowing Women's Coxed Fours,Bronze,18
John Scott Anderson,M,AUS,1984 Summer,1984,Los Angeles,Sailing,Sailing Mixed Multihull,Bronze,18
Patricia Dench,F,AUS,1984 Summer,1984,Los Angeles,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze,18
Peter Maxwell Evans,M,AUS,1984 Summer,1984,Los Angeles,Swimming,Swimming Men's 100 metres Breaststroke,Bronze,18
Glenn Robert Buchanan,M,AUS,1984 Summer,1984,Los Angeles,Swimming,Swimming Men's 100 metres Butterfly,Bronze,18
Neil Brooks,M,AUS,1984 Summer,1984,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,18
Justin William Lemberg,M,AUS,1984 Summer,1984,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,Bronze,18
"Robert ""Rob"" Woodhouse",M,AUS,1984 Summer,1984,Los Angeles,Swimming,Swimming Men's 400 metres Individual Medley,Bronze,18
Michelle Robyn Pearson,F,AUS,1984 Summer,1984,Los Angeles,Swimming,Swimming Women's 200 metres Individual Medley,Bronze,18
"Debra Lee ""Debbie"" Flintoff-King",F,AUS,1988 Summer,1988,Seoul,Athletics,Athletics Women's 400 metres Hurdles,Gold,19
Tracey Lee Belbin,F,AUS,1988 Summer,1988,Seoul,Hockey,Hockey Women's Hockey,Gold,19
Duncan John D'Arcy Armstrong,M,AUS,1988 Summer,1988,Seoul,Swimming,Swimming Men's 200 metres Freestyle,Gold,19
Lisa Frances Martin-Ondieki (-O'Dea),F,AUS,1988 Summer,1988,Seoul,Athletics,Athletics Women's Marathon,Silver,19
Grahame Francis Cheney,M,AUS,1988 Summer,1988,Seoul,Boxing,Boxing Men's Light-Welterweight,Silver,19
Grant Jon Davies,M,AUS,1988 Summer,1988,Seoul,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver,19
James Martin Vinnicombe,M,AUS,1988 Summer,1988,Seoul,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver,19
Dean Anthony Woods,M,AUS,1988 Summer,1988,Seoul,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Silver,19
Duncan John D'Arcy Armstrong,M,AUS,1988 Summer,1988,Seoul,Swimming,Swimming Men's 400 metres Freestyle,Silver,19
Peter Foster,M,AUS,1988 Summer,1988,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze,19
Gary Malcolm Neiwand,M,AUS,1988 Summer,1988,Seoul,Cycling,Cycling Men's Sprint,Bronze,19
Brett Allan Dutton,M,AUS,1988 Summer,1988,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,19
Julie Maree McDonald,F,AUS,1988 Summer,1988,Seoul,Swimming,Swimming Women's 800 metres Freestyle,Bronze,19
"Elizabeth Marie ""Liz"" Smylie (Sayers-)",F,AUS,1988 Summer,1988,Seoul,Tennis,Tennis Women's Doubles,Bronze,19
Clint David Robinson,M,AUS,1992 Summer,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,20
"Kathryn Anne ""Kathy"" Watt",F,AUS,1992 Summer,1992,Barcelona,Cycling,"Cycling Women's Road Race, Individual",Gold,20
"Matthew Morgan ""Matt"" Ryan",M,AUS,1992 Summer,1992,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold,20
David Michael Green,M,AUS,1992 Summer,1992,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,20
Andrew Dollman Cooper,M,AUS,1992 Summer,1992,Barcelona,Rowing,Rowing Men's Coxless Fours,Gold,20
Peter Thomas Antonie,M,AUS,1992 Summer,1992,Barcelona,Rowing,Rowing Men's Double Sculls,Gold,20
Kieren John Perkins,M,AUS,1992 Summer,1992,Barcelona,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,20
Danielle Anne Woodward,F,AUS,1992 Summer,1992,Barcelona,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Silver,20
Shane John Kelly,M,AUS,1992 Summer,1992,Barcelona,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver,20
Gary Malcolm Neiwand,M,AUS,1992 Summer,1992,Barcelona,Cycling,Cycling Men's Sprint,Silver,20
Brett Aitken,M,AUS,1992 Summer,1992,Barcelona,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,20
"Kathryn Anne ""Kathy"" Watt",F,AUS,1992 Summer,1992,Barcelona,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Silver,20
John Roderick Bestall,M,AUS,1992 Summer,1992,Barcelona,Hockey,Hockey Men's Hockey,Silver,20
Glen Clifford Housman,M,AUS,1992 Summer,1992,Barcelona,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,20
Kieren John Perkins,M,AUS,1992 Summer,1992,Barcelona,Swimming,Swimming Men's 400 metres Freestyle,Silver,20
Hayley Jane Lewis (-Taylor),F,AUS,1992 Summer,1992,Barcelona,Swimming,Swimming Women's 800 metres Freestyle,Silver,20
"Timothy Charles ""Tim"" Forsyth",M,AUS,1992 Summer,1992,Barcelona,Athletics,Athletics Men's High Jump,Bronze,20
Daniela Costian,F,AUS,1992 Summer,1992,Barcelona,Athletics,Athletics Women's Discus Throw,Bronze,20
Ramon Dean Andersson,M,AUS,1992 Summer,1992,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,20
Lars Detlef Kleppich,M,AUS,1992 Summer,1992,Barcelona,Sailing,Sailing Men's Windsurfer,Bronze,20
"Mitchell Jay ""Mitch"" Booth",M,AUS,1992 Summer,1992,Barcelona,Sailing,Sailing Mixed Multihull,Bronze,20
"Philip John ""Phil"" Rogers",M,AUS,1992 Summer,1992,Barcelona,Swimming,Swimming Men's 100 metres Breaststroke,Bronze,20
"Samantha Linette ""Sam"" Riley",F,AUS,1992 Summer,1992,Barcelona,Swimming,Swimming Women's 100 metres Breaststroke,Bronze,20
Nicole Dawn Livingstone-Stevenson (-Clayton),F,AUS,1992 Summer,1992,Barcelona,Swimming,Swimming Women's 200 metres Backstroke,Bronze,20
"Susan ""Susie"" O'Neill",F,AUS,1992 Summer,1992,Barcelona,Swimming,Swimming Women's 200 metres Butterfly,Bronze,20
Hayley Jane Lewis (-Taylor),F,AUS,1992 Summer,1992,Barcelona,Swimming,Swimming Women's 400 metres Freestyle,Bronze,20
Rachel Jane McQuillan,F,AUS,1992 Summer,1992,Barcelona,Tennis,Tennis Women's Doubles,Bronze,20
Phillip Peter Dutton,M,AUS,1996 Summer,1996,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,21
"Michelle ""Shelley"" Andrews (-Mitchell)",F,AUS,1996 Summer,1996,Atlanta,Hockey,Hockey Women's Hockey,Gold,21
Drew Cameron Ginn,M,AUS,1996 Summer,1996,Atlanta,Rowing,Rowing Men's Coxless Fours,Gold,21
Kate Elizabeth Slatter (-Allen),F,AUS,1996 Summer,1996,Atlanta,Rowing,Rowing Women's Coxless Pairs,Gold,21
Russell Andrew Mark,M,AUS,1996 Summer,1996,Atlanta,Shooting,Shooting Men's Double Trap,Gold,21
Michael Constantine Diamond (Diamondopoulous-),M,AUS,1996 Summer,1996,Atlanta,Shooting,Shooting Men's Trap,Gold,21
Kieren John Perkins,M,AUS,1996 Summer,1996,Atlanta,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,21
"Susan ""Susie"" O'Neill",F,AUS,1996 Summer,1996,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,Gold,21
Todd Andrew Woodbridge,M,AUS,1996 Summer,1996,Atlanta,Tennis,Tennis Men's Doubles,Gold,21
"Catherine Astrid Salome ""Cathy"" Freeman",F,AUS,1996 Summer,1996,Atlanta,Athletics,Athletics Women's 400 metres,Silver,21
Louise McPaul-Currey,F,AUS,1996 Summer,1996,Atlanta,Athletics,Athletics Women's Javelin Throw,Silver,21
Michelle Louise Ferris,F,AUS,1996 Summer,1996,Atlanta,Cycling,Cycling Women's Sprint,Silver,21
Robert Geoffrey Scott,M,AUS,1996 Summer,1996,Atlanta,Rowing,Rowing Men's Coxless Pairs,Silver,21
"Mitchell Jay ""Mitch"" Booth",M,AUS,1996 Summer,1996,Atlanta,Sailing,Sailing Mixed Multihull,Silver,21
Daniel Steven Kowalski,M,AUS,1996 Summer,1996,Atlanta,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,21
Scott Andrew Miller,M,AUS,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 100 metres Butterfly,Silver,21
Petria Ann Thomas (-Jones),F,AUS,1996 Summer,1996,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,Silver,21
Helen Jennifer Denman,F,AUS,1996 Summer,1996,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,21
Carla Maree Boyd (Porter-),F,AUS,1996 Summer,1996,Atlanta,Basketball,Basketball Women's Basketball,Bronze,21
Natalie Louise Cook,F,AUS,1996 Summer,1996,Atlanta,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze,21
"Daniel James ""Danny"" Collins",M,AUS,1996 Summer,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze,21
Clint David Robinson,M,AUS,1996 Summer,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,21
Katrin Borchert,F,AUS,1996 Summer,1996,Atlanta,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze,21
"Bradley John ""Brad"" McGee",M,AUS,1996 Summer,1996,Atlanta,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze,21
Stuart Peter O'Grady,M,AUS,1996 Summer,1996,Atlanta,Cycling,Cycling Men's Points Race,Bronze,21
Brett Aitken,M,AUS,1996 Summer,1996,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,21
Lucy Tyler-Sharman,F,AUS,1996 Summer,1996,Atlanta,Cycling,Cycling Women's Points Race,Bronze,21
Stuart Cameron Carruthers,M,AUS,1996 Summer,1996,Atlanta,Hockey,Hockey Men's Hockey,Bronze,21
Anthony John Edwards,M,AUS,1996 Summer,1996,Atlanta,Rowing,Rowing Men's Lightweight Double Sculls,Bronze,21
Duncan Seth Free,M,AUS,1996 Summer,1996,Atlanta,Rowing,Rowing Men's Quadruple Sculls,Bronze,21
"Rebecca Susan ""Bec"" Joyce",F,AUS,1996 Summer,1996,Atlanta,Rowing,Rowing Women's Lightweight Double Sculls,Bronze,21
Colin Kenneth Beashel,M,AUS,1996 Summer,1996,Atlanta,Sailing,Sailing Mixed Two Person Keelboat,Bronze,21
Deserie Huddleston-Wakefield-Baynes,F,AUS,1996 Summer,1996,Atlanta,Shooting,Shooting Women's Double Trap,Bronze,21
"Joanne ""Jo"" Brown (-Alchin)",F,AUS,1996 Summer,1996,Atlanta,Softball,Softball Women's Softball,Bronze,21
Scott Linton Goodman,M,AUS,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 200 metres Butterfly,Bronze,21
Daniel Steven Kowalski,M,AUS,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 200 metres Freestyle,Bronze,21
Steven Dennis Dewick,M,AUS,1996 Summer,1996,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,21
